seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr5	17216541	17216551	11	*	X0545	10409	17216932	17276954	60023	+	380	upstream	380	BASP1
chr5	17216699	17216720	22	*	X0546	10409	17216932	17276954	60023	+	211	upstream	211	BASP1
chr5	31639137	31639137	1	*	X0547	23037	31639517	32111038	471522	+	379	upstream	379	PDZD2
chr5	32444954	32445125	172	*	X0548	51663	32354456	32444844	90389	-	109	upstream	109	ZFR
chr5	32585454	32585466	13	*	X0549	10923	32585605	32604185	18581	+	138	upstream	138	SUB1
chr5	32585499	32585542	44	*	X0550	10923	32585605	32604185	18581	+	62	upstream	62	SUB1
chr5	40756195	40756270	76	*	X0554	23548	40711678	40756072	44395	-	122	upstream	122	TTC33
chr5	41925193	41925269	77	*	X0555	26272	41925356	41941672	16317	+	86	upstream	86	FBXO4
chr5	43064984	43065189	206	*	X0558	100506639	43067125	43093660	26536	+	1935	upstream	1935	LOC100506639
chr5	43120862	43120869	8	*	X0561	7690	43120985	43192123	71139	+	115	upstream	115	ZNF131
chr5	43604058	43604228	171	*	X0563	100652772	43573287	43603332	30046	-	725	upstream	725	NNT-AS1
chr5	43604275	43604292	18	*	X0564	100652772	43573287	43603332	30046	-	942	upstream	942	NNT-AS1
chr5	56110184	56110513	330	*	X0569	4214	56110900	56191978	81079	+	386	upstream	386	MAP3K1
chr5	56469034	56469049	16	*	X0571	65056	56469775	56560506	90732	+	725	upstream	725	GPBP1
chr5	64777668	64777689	22	*	X0572	11174	64444563	64777704	333142	-	0	inside	14	ADAMTS6
chr5	65220790	65220803	14	*	X0573	55914	65222382	65376851	154470	+	1578	upstream	1578	ERBIN
chr5	68628717	68628807	91	*	X0574	202243	68576519	68628620	52102	-	96	upstream	96	CCDC125
chr5	72793998	72794020	23	*	X0576	689	72794250	72801448	7199	+	229	upstream	229	BTF3
chr5	76326100	76326119	20	*	X0580	55109	76326210	76361058	34849	+	90	upstream	90	AGGF1
chr5	76326131	76326160	30	*	X0581	55109	76326210	76361058	34849	+	49	upstream	49	AGGF1
chr5	107007849	107007855	7	*	X0584	1946	106712590	107006596	294007	-	1252	upstream	1252	EFNA5
chr5	110427706	110427797	92	*	X0585	134430	110427870	110466200	38331	+	72	upstream	72	WDR36
chr5	111496309	111496427	119	*	X0586	114915	111496223	111498198	1976	+	0	inside	85	EPB41L4A-AS1
chr5	111496309	111496427	119	*	X0586	654322	111497182	111497314	133	+	754	upstream	754	SNORA13
chr5	112258158	112258227	70	*	X0587	7905	112212081	112258031	45951	-	126	upstream	126	REEP5
chr5	125936525	125936558	34	*	X0591	51808	125936607	125962944	26338	+	48	upstream	48	PHAX
chr5	128430088	128430112	25	*	X0592	51015	128430442	128449719	19278	+	329	upstream	329	ISOC1
chr5	133984202	133984240	39	*	X0596	10802	133984475	134063601	79127	+	234	upstream	234	SEC24A
chr5	134181532	134181563	32	*	X0597	134553	134181370	134195425	14056	+	0	inside	161	C5orf24
chr5	137911544	137911679	136	*	X0599	3313	137890571	137911318	20748	-	225	upstream	225	HSPA9
chr5	138677102	138677160	59	*	X0600	51247	138677519	138705409	27891	+	358	upstream	358	PAIP2
chr5	139726008	139726109	102	*	X0603	1839	139712428	139726188	13761	-	0	inside	78	HBEGF
chr5	140105560	140105577	18	*	X0606	56662	140105744	140105831	88	+	166	upstream	166	VTRNA1-3
chr5	140998825	140998909	85	*	X0609	1729	140894588	140998622	104035	-	202	upstream	202	DIAPH1
chr5	141062656	141062721	66	*	X0610	64411	141032968	141061800	28833	-	855	upstream	855	ARAP3
chr5	148520817	148520832	16	*	X0611	22885	148521054	148640001	118948	+	221	upstream	221	ABLIM3
chr5	150138689	150138703	15	*	X0615	51164	150088309	150138657	50349	-	31	upstream	31	DCTN4
chr5	150138753	150138765	13	*	X0616	51164	150088309	150138657	50349	-	95	upstream	95	DCTN4
chr5	151138305	151138346	42	*	X0617	475	151122383	151138210	15828	-	94	upstream	94	ATOX1
chr5	154317912	154317968	57	*	X0618	25929	154266976	154317776	50801	-	135	upstream	135	GEMIN5
chr5	154320502	154320575	74	*	X0619	29093	154320633	154348971	28339	+	57	upstream	57	MRPL22
chr5	167913300	167913365	66	*	X0622	5917	167913463	167946309	32847	+	97	upstream	97	RARS1
chr5	172199614	172199664	51	*	X0624	1843	172195093	172198203	3111	-	1410	upstream	1410	DUSP1
chr5	176873421	176873621	201	*	X0629	80758	176873796	176883287	9492	+	174	upstream	174	PRR7
chr5	176925083	176925203	121	*	X0630	9260	176910395	176924602	14208	-	480	upstream	480	PDLIM7
chr5	176981684	176981704	21	*	X0631	54540	176946790	176981548	34759	-	135	upstream	135	FAM193B
chr5	176981720	176981733	14	*	X0632	54540	176946790	176981548	34759	-	171	upstream	171	FAM193B
chr5	179920970	179920987	18	*	X0635	57472	179921417	180005353	83937	+	429	upstream	429	CNOT6
chr5	179921094	179921133	40	*	X0636	57472	179921417	180005353	83937	+	283	upstream	283	CNOT6
chr5	180633711	180633791	81	*	X0637	81786	180620924	180632177	11254	-	1533	upstream	1533	TRIM7
chr5	180648822	180649029	208	*	X0639	90933	180650263	180662808	12546	+	1233	upstream	1233	TRIM41
chr5	180649068	180649374	307	*	X0640	90933	180650263	180662808	12546	+	888	upstream	888	TRIM41
chr6	3849181	3849212	32	*	X0645	26240	3849632	3851551	1920	+	419	upstream	419	FAM50B
chr6	4136429	4136467	39	*	X0646	10455	4115927	4135831	19905	-	597	upstream	597	ECI2
chr6	7541425	7541449	25	*	X0649	1832	7541870	7586946	45077	+	420	upstream	420	DSP
chr6	7541475	7541486	12	*	X0650	1832	7541870	7586946	45077	+	383	upstream	383	DSP
chr6	7541535	7541553	19	*	X0651	1832	7541870	7586946	45077	+	316	upstream	316	DSP
chr6	13328993	13329019	27	*	X0655	51256	13266774	13328787	62014	-	205	upstream	205	TBC1D7
chr6	17707303	17707311	9	*	X0657	9972	17615266	17707065	91800	-	237	upstream	237	NUP153
chr6	21593619	21593651	33	*	X0658	6659	21593972	21598849	4878	+	320	upstream	320	SOX4
chr6	21593707	21593731	25	*	X0659	6659	21593972	21598849	4878	+	240	upstream	240	SOX4
chr6	24402877	24402953	77	*	X0660	57380	24403153	24425816	22664	+	199	upstream	199	MRS2
chr6	26022177	26022188	12	*	X0662	8359	26021907	26022278	372	+	0	inside	269	H4C1
chr6	26027180	26027282	103	*	X0664	8366	26027124	26027480	357	-	0	inside	197	H4C2
chr6	26104255	26104517	263	*	X0665	8364	26104176	26104565	390	+	0	inside	78	H4C3
chr6	26225428	26225588	161	*	X0666	8353	26225383	26225844	462	+	0	inside	44	H3C6
chr6	26225638	26225740	103	*	X0667	8353	26225383	26225844	462	+	0	inside	254	H3C6
chr6	26285427	26285495	69	*	X0668	8365	26285354	26285727	374	-	0	inside	231	H4C8
chr6	26285510	26285544	35	*	X0669	8365	26285354	26285727	374	-	0	inside	182	H4C8
chr6	26286815	26286959	145	*	X0670	8365	26285354	26285727	374	-	1087	upstream	1087	H4C8
chr6	26988135	26988306	172	*	X0681	100270746	26987145	26988085	941	-	49	upstream	49	LOC100270746
chr6	27106950	27107097	148	*	X0682	8294	27107088	27107457	370	+	0	overlapStart	0	H4C9
chr6	27791708	27791714	7	*	X0702	8363	27791903	27792258	356	+	188	upstream	188	H4C11
chr6	33757032	33757148	117	*	X0739	221496	33738990	33756906	17917	-	125	upstream	125	LEMD2
chr6	34360679	34360684	6	*	X0741	11165	34254973	34360457	105485	-	221	upstream	221	NUDT3
chr6	36410561	36410746	186	*	X0742	222658	36410544	36458315	47772	+	0	inside	16	KCTD20
chr6	36410561	36410746	186	*	X0742	222659	36358329	36410666	52338	-	0	overlapStart	0	PXT1
chr6	37225413	37225416	4	*	X0744	55633	37225548	37300746	75199	+	131	upstream	131	TBC1D22B
chr6	37467829	37467893	65	*	X0745	154467	37450697	37467700	17004	-	128	upstream	128	CCDC167
chr6	42858612	42858669	58	*	X0750	441150	42858003	42858554	552	-	57	upstream	57	C6orf226
chr6	43149733	43149802	70	*	X0751	23113	43149922	43192325	42404	+	119	upstream	119	CUL9
chr6	43197289	43197300	12	*	X0752	10591	43193367	43197211	3845	-	77	upstream	77	DNPH1
chr6	46621220	46621222	3	*	X0762	51302	46517445	46620523	103079	-	696	upstream	696	CYP39A1
chr6	53409992	53410042	51	*	X0766	2729	53362140	53409927	47788	-	64	upstream	64	GCLC
chr6	75953680	75953684	5	*	X0768	1347	75947391	75953644	6254	-	35	upstream	35	COX7A2
chr6	79944620	79944649	30	*	X0769	9324	79910962	79944455	33494	-	164	upstream	164	HMGN3
chr6	83775691	83775713	23	*	X0770	23033	83777385	83881065	103681	+	1671	upstream	1671	DOP1A
chr6	83775691	83775713	23	*	X0770	90025	83602186	83775545	173360	-	145	upstream	145	UBE3D
chr6	97372674	97372824	151	*	X0771	114792	97372496	97588630	216135	+	0	inside	177	KLHL32
chr6	99842199	99842278	80	*	X0772	51805	99817348	99842082	24735	-	116	upstream	116	COQ3
chr6	105307912	105307936	25	*	X0773	57531	105175968	105307794	131827	-	117	upstream	117	HACE1
chr6	107435434	107435465	32	*	X0774	57673	107386385	107435636	49252	-	0	inside	170	BEND3
chr6	111279665	111279757	93	*	X0775	112495	111279763	111289091	9329	+	5	upstream	5	GTF3C6
chr6	117924052	117924126	75	*	X0779	57120	117639351	117923705	284355	-	346	upstream	346	GOPC
chr6	139613112	139613345	234	*	X0781	167838	139561199	139613208	52010	-	0	overlapStart	0	TXLNB
chr6	159240763	159240823	61	*	X0792	7430	159186773	159240456	53684	-	306	upstream	306	EZR
chr7	191651	191895	245	*	X0799	56975	192969	300740	107772	+	1073	upstream	1073	FAM20C
chr7	766086	766203	118	*	X0800	54919	766338	826116	59779	+	134	upstream	134	DNAAF5
chr7	2272803	2272811	9	*	X0801	8379	1855428	2272583	417156	-	219	upstream	219	MAD1L1
chr7	5085458	5085463	6	*	X0804	57786	5085452	5109119	23668	+	0	inside	5	RBAK
chr7	5821444	5821486	43	*	X0809	54476	5659672	5821361	161690	-	82	upstream	82	RNF216
chr7	5821542	5821560	19	*	X0810	54476	5659672	5821361	161690	-	180	upstream	180	RNF216
chr7	12610132	12610211	80	*	X0811	85477	12610203	12693228	83026	+	0	overlapStart	0	SCIN
chr7	12726067	12726099	33	*	X0812	10124	12726452	12730558	4107	+	352	upstream	352	ARL4A
chr7	12726229	12726258	30	*	X0813	10124	12726452	12730558	4107	+	193	upstream	193	ARL4A
chr7	21985816	21985860	45	*	X0814	55536	21940517	21985542	45026	-	273	upstream	273	CDCA7L
chr7	21985883	21985912	30	*	X0815	55536	21940517	21985542	45026	-	340	upstream	340	CDCA7L
chr7	23636770	23636851	82	*	X0820	90693	23636998	23684327	47330	+	146	upstream	146	CCDC126
chr7	27240125	27240131	7	*	X0821	100316868	27240040	27246130	6091	+	0	inside	84	HOTTIP
chr7	27240125	27240131	7	*	X0821	3209	27236499	27239725	3227	-	399	upstream	399	HOXA13
chr7	43622403	43622404	2	*	X0832	9263	43622692	43666978	44287	+	287	upstream	287	STK17A
chr7	44530500	44530655	156	*	X0835	23386	44421965	44530385	108421	-	114	upstream	114	NUDCD3
chr7	44530669	44530683	15	*	X0836	23386	44421965	44530385	108421	-	283	upstream	283	NUDCD3
chr7	56131892	56131895	4	*	X0840	25870	56131917	56148365	16449	+	21	upstream	21	SUMF2
chr7	56174442	56174481	40	*	X0841	51142	56169266	56174187	4922	-	254	upstream	254	CHCHD2
chr7	65447303	65447323	21	*	X0843	2990	65425673	65447301	21629	-	1	upstream	1	GUSB
chr7	76026761	76026790	30	*	X0847	7784	76026841	76071388	44548	+	50	upstream	50	ZP3
chr7	99214133	99214152	20	*	X0855	221785	99214571	99336131	121561	+	418	upstream	418	ZSCAN25
chr7	99214230	99214264	35	*	X0856	221785	99214571	99336131	121561	+	306	upstream	306	ZSCAN25
chr7	100025749	100026020	272	*	X0857	56257	100026413	100031749	5337	+	392	upstream	392	MEPCE
chr7	100797493	100797573	81	*	X0858	1174	100797686	100804557	6872	+	112	upstream	112	AP1S1
chr7	105753074	105753161	88	*	X0862	6856	105730814	105753093	22280	-	0	overlapStart	0	SYPL1
chr7	120628649	120628667	19	*	X0868	79974	120628751	120937498	308748	+	83	upstream	83	CPED1
chr7	128095676	128095765	90	*	X0870	29923	128095884	128098472	2589	+	118	upstream	118	HILPDA
chr7	129691305	129691368	64	*	X0871	51530	129658126	129691233	33108	-	71	upstream	71	ZC3HC1
chr7	138720879	138721042	164	*	X0877	92092	138710452	138720775	10324	-	103	upstream	103	ZC3HAV1L
chr7	138818573	138818705	133	*	X0878	79989	138818490	138874550	56061	+	0	inside	82	TTC26
chr7	138818773	138818810	38	*	X0879	79989	138818490	138874550	56061	+	0	inside	282	TTC26
chr7	141250951	141250996	46	*	X0881	55750	141251078	141354209	103132	+	81	upstream	81	AGK
chr7	150974319	150974621	303	*	X0889	6604	150936059	150974231	38173	-	87	upstream	87	SMARCD3
chr7	151217456	151217628	173	*	X0890	6009	151163098	151217010	53913	-	445	upstream	445	RHEB
chr7	151572414	151572434	21	*	X0893	100505483	151574127	151576308	2182	+	1692	upstream	1692	PRKAG2-AS1
chr7	151572598	151572772	175	*	X0894	100505483	151574127	151576308	2182	+	1354	upstream	1354	PRKAG2-AS1
chr7	151722579	151722631	53	*	X0895	63917	151722778	151819427	96650	+	146	upstream	146	GALNT11
chr8	8860178	8860189	12	*	X0907	90459	8860314	8890849	30536	+	124	upstream	124	ERI1
chr8	8860201	8860226	26	*	X0908	90459	8860314	8890849	30536	+	87	upstream	87	ERI1
chr8	11141749	11141813	65	*	X0909	66036	11142000	11185654	43655	+	186	upstream	186	MTMR9
chr8	20054598	20054678	81	*	X0913	526	20054704	20079207	24504	+	25	upstream	25	ATP6V1B2
chr8	22455555	22455899	345	*	X0915	541565	22457114	22461662	4549	+	1214	upstream	1214	C8orf58
chr8	22461897	22462054	158	*	X0916	57805	22462145	22477983	15839	+	90	upstream	90	CCAR2
chr8	33371229	33371386	158	*	X0924	80185	33330904	33370703	39800	-	525	upstream	525	TTI2
chr8	37654207	37654215	9	*	X0925	25960	37654401	37701504	47104	+	185	upstream	185	ADGRA2
chr8	55047686	55047700	15	*	X0929	29088	55047781	55061074	13294	+	80	upstream	80	MRPL15
chr8	71520784	71520889	106	*	X0933	23471	71485453	71520694	35242	-	89	upstream	89	TRAM1
chr8	71520784	71520889	106	*	X0933	286190	71520812	71575513	54702	+	0	overlapStart	0	LACTB2-AS1
chr8	71581640	71581782	143	*	X0934	389668	71581600	71648177	66578	+	0	inside	39	XKR9
chr8	71581640	71581782	143	*	X0934	51110	71549501	71581447	31947	-	192	upstream	192	LACTB2
chr8	71581805	71581821	17	*	X0935	389668	71581600	71648177	66578	+	0	inside	204	XKR9
chr8	71581805	71581821	17	*	X0935	51110	71549501	71581447	31947	-	357	upstream	357	LACTB2
chr8	73920662	73920699	38	*	X0936	7013	73921097	73959987	38891	+	397	upstream	397	TERF1
chr8	94930064	94930115	52	*	X0940	100616169	94928250	94928347	98	-	1716	upstream	1716	MIR378D2
chr8	94930134	94930175	42	*	X0941	100616169	94928250	94928347	98	-	1786	upstream	1786	MIR378D2
chr8	97275039	97275159	121	*	X0943	51001	97251645	97273796	22152	-	1242	upstream	1242	MTERF3
chr8	97275176	97275233	58	*	X0944	51001	97251645	97273796	22152	-	1379	upstream	1379	MTERF3
chr8	100905966	100906018	53	*	X0945	1345	100890223	100906242	16020	-	0	inside	223	COX6C
chr8	101572091	101572165	75	*	X0947	157567	101521980	101572014	50035	-	76	upstream	76	ANKRD46
chr8	109455545	109455564	20	*	X0953	9694	109455853	109499136	43284	+	288	upstream	288	EMC2
chr8	117887325	117887336	12	*	X0954	100500914	117886967	117887039	73	-	285	upstream	285	MIR3610
chr8	117887325	117887336	12	*	X0954	5885	117858173	117887105	28933	-	219	upstream	219	RAD21
chr8	121136104	121136106	3	*	X0955	7373	121137347	121384273	246927	+	1240	upstream	1240	COL14A1
chr8	135725548	135725558	11	*	X0963	57623	135490031	135725292	235262	-	255	upstream	255	ZFAT
chr8	144451535	144451767	233	*	X0972	78998	144448793	144450805	2013	-	729	upstream	729	RHPN1-AS1
chr8	144911813	144911844	32	*	X0976	22827	144898514	144911556	13043	-	256	upstream	256	PUF60
chr9	21560031	21560042	12	*	X0983	554202	21454267	21559697	105431	-	333	upstream	333	MIR31HG
chr9	33290551	33290651	101	*	X0984	4799	33290418	33371155	80738	+	0	inside	132	NFX1
chr9	34457243	34457686	444	*	X0985	27019	34458811	34520982	62172	+	1124	upstream	1124	DNAI1
chr9	35103277	35103356	80	*	X0987	30968	35099889	35103154	3266	-	122	upstream	122	STOML2
chr9	35115750	35115808	59	*	X0988	80256	35104118	35115893	11776	-	0	inside	84	FAM214B
chr9	35657655	35657724	70	*	X0989	203260	35658287	35661500	3214	+	562	upstream	562	CCDC107
chr9	35673772	35673800	29	*	X0990	768	35673915	35681154	7240	+	114	upstream	114	CA9
chr9	35673817	35673831	15	*	X0991	768	35673915	35681154	7240	+	83	upstream	83	CA9
chr9	37079360	37079589	230	*	X0994	100506710	37079893	37090398	10506	+	303	upstream	303	EBLN3P
chr9	37119979	37120191	213	*	X0995	84186	37120469	37358145	237677	+	277	upstream	277	ZCCHC7
chr9	37422493	37422525	33	*	X0996	9380	37422681	37436986	14306	+	155	upstream	155	GRHPR
chr9	71650582	71650592	11	*	X0997	2395	71650479	71715094	64616	+	0	inside	102	FXN
chr9	86153741	86153744	4	*	X0998	257019	85857905	86153348	295444	-	392	upstream	392	FRMD3
chr9	86153769	86153796	28	*	X0999	257019	85857905	86153348	295444	-	420	upstream	420	FRMD3
chr9	90589505	90589563	59	*	X1003	23552	90581359	90589695	8337	-	0	inside	131	CDK20
chr9	90589722	90589735	14	*	X1004	23552	90581359	90589695	8337	-	26	upstream	26	CDK20
chr9	91794980	91794993	14	*	X1005	53358	91620686	91793682	172997	-	1297	upstream	1297	SHC3
chr9	91795014	91795033	20	*	X1006	53358	91620686	91793682	172997	-	1331	upstream	1331	SHC3
chr9	91933134	91933138	5	*	X1007	79048	91933412	91974561	41150	+	273	upstream	273	SECISBP2
chr9	92113152	92113167	16	*	X1008	10507	91975706	92112888	137183	-	263	upstream	263	SEMA4D
chr9	95640340	95640516	177	*	X1011	83744	95607313	95640320	33008	-	19	upstream	19	ZNF484
chr9	95640533	95640552	20	*	X1012	83744	95607313	95640320	33008	-	212	upstream	212	ZNF484
chr9	100174068	100174104	37	*	X1014	23424	100174302	100258405	84104	+	197	upstream	197	TDRD7
chr9	108006464	108006571	108	*	X1015	23446	108006929	108200782	193854	+	357	upstream	357	SLC44A1
chr9	114361968	114362300	333	*	X1017	22949	114312002	114362135	50134	-	0	overlapStart	0	PTGR1
chr9	115512739	115512802	64	*	X1019	401548	115513134	115637267	124134	+	331	upstream	331	SNX30
chr9	116102737	116102812	76	*	X1020	114987	116077931	116102620	24690	-	116	upstream	116	WDR31
chr9	117373442	117373540	99	*	X1021	203197	117373706	117408703	34998	+	165	upstream	165	TMEM268
chr9	123342576	123342605	30	*	X1022	55755	123151147	123342448	191302	-	127	upstream	127	CDK5RAP2
chr9	123342621	123342657	37	*	X1023	55755	123151147	123342448	191302	-	172	upstream	172	CDK5RAP2
chr9	123605824	123605851	28	*	X1024	5711	123578332	123605299	26968	-	524	upstream	524	PSMD5
chr9	123836809	123837084	276	*	X1025	11064	123837242	123939886	102645	+	157	upstream	157	CNTRL
chr9	123964450	123964512	63	*	X1026	51552	123940415	123964365	23951	-	84	upstream	84	RAB14
chr9	124132680	124132717	38	*	X1027	2040	124101266	124132582	31317	-	97	upstream	97	STOM
chr9	124855671	124855784	114	*	X1029	158135	124584204	124855885	271682	-	0	inside	100	TTLL11
chr9	125702882	125703111	230	*	X1032	23637	125703112	125867147	164036	+	0	upstream	0	RABGAP1
chr9	127177900	127178026	127	*	X1033	5695	127115744	127177752	62009	-	147	upstream	147	PSMB7
chr9	130374032	130374080	49	*	X1036	6812	130374486	130454995	80510	+	405	upstream	405	STXBP1
chr9	130965371	130965385	15	*	X1041	1759	130965663	131017527	51865	+	277	upstream	277	DNM1
chr9	130965412	130965511	100	*	X1042	1759	130965663	131017527	51865	+	151	upstream	151	DNM1
chr9	131102411	131102463	53	*	X1044	10999	131102839	131123749	20911	+	375	upstream	375	SLC27A4
chr9	131486840	131486949	110	*	X1046	100506100	131486741	131495522	8782	+	0	inside	98	LOC100506100
chr9	131486840	131486949	110	*	X1046	84885	131483149	131486408	3260	-	431	upstream	431	ZDHHC12
chr9	131534400	131534519	120	*	X1047	10444	131492067	131534213	42147	-	186	upstream	186	ZER1
chr9	131549285	131549328	44	*	X1048	54662	131549510	131572711	23202	+	181	upstream	181	TBC1D13
chr9	131873508	131873522	15	*	X1049	1384	131857073	131873070	15998	-	437	upstream	437	CRAT
chr9	131873508	131873522	15	*	X1049	5524	131873228	131911225	37998	+	0	inside	279	PTPA
chr9	133568941	133568985	45	*	X1052	23404	133569158	133580452	11295	+	172	upstream	172	EXOSC2
chr9	133971646	133971702	57	*	X1056	83543	133971863	133998539	26677	+	160	upstream	160	AIF1L
chr9	134153559	134153577	19	*	X1061	286336	134133465	134151906	18442	-	1652	upstream	1652	FAM78A
chr9	134378235	134378286	52	*	X1062	10585	134378289	134399193	20905	+	2	upstream	2	POMT1
chr9	136203165	136203303	139	*	X1065	6838	136197552	136203047	5496	-	117	upstream	117	SURF6
chr9	136283315	136283520	206	*	X1066	57109	136271186	136283164	11979	-	150	upstream	150	REXO4
chr9	136890279	136890386	108	*	X1068	266655	136890561	136896719	6159	+	174	upstream	174	BRD3OS
chr9	138391590	138391605	16	*	X1069	51116	138392477	138396519	4043	+	871	upstream	871	MRPS2
chr9	138391624	138391725	102	*	X1070	51116	138392477	138396519	4043	+	751	upstream	751	MRPS2
chr9	139258343	139258443	101	*	X1075	728489	139256352	139258263	1912	-	79	upstream	79	DNLZ
chr9	139258551	139258610	60	*	X1076	728489	139256352	139258263	1912	-	287	upstream	287	DNLZ
chr9	139685220	139685272	53	*	X1078	85014	139685777	139687769	1993	+	504	upstream	504	TMEM141
chr9	139839320	139839386	67	*	X1079	54461	139834885	139839206	4322	-	113	upstream	113	FBXW5
chr9	139839320	139839386	67	*	X1079	733	139839698	139841426	1729	+	311	upstream	311	C8G
chr9	139972234	139972402	169	*	X1081	91373	139971953	139978990	7038	+	0	inside	280	UAP1L1
chr9	140063933	140064426	494	*	X1084	100500811	140063638	140063722	85	-	210	upstream	210	MIR3621
chr9	140063933	140064426	494	*	X1084	389816	140063212	140064491	1280	-	0	inside	64	LRRC26
chr9	140149398	140149496	99	*	X1085	100129722	140144671	140147949	3279	-	1448	upstream	1448	STPG3-AS1
chr9	140149398	140149496	99	*	X1085	25920	140149759	140168000	18242	+	262	upstream	262	NELFB
chr9	140473517	140473541	25	*	X1088	92715	140449361	140473387	24027	-	129	upstream	129	DPH7
chr10	5708761	5708995	235	*	X1092	79754	5680820	5708558	27739	-	202	upstream	202	ASB13
chr10	5726310	5726350	41	*	X1093	54906	5726801	5805703	78903	+	450	upstream	450	TASOR2
chr10	5726399	5726510	112	*	X1094	54906	5726801	5805703	78903	+	290	upstream	290	TASOR2
chr10	5930939	5930987	49	*	X1095	84893	5931535	5979558	48024	+	547	upstream	547	FBH1
chr10	13628727	13628754	28	*	X1096	8559	13628939	13697929	68991	+	184	upstream	184	PRPF18
chr10	17243835	17243870	36	*	X1099	1787	17184982	17244070	59089	-	0	inside	199	TRDMT1
chr10	27792971	27792989	19	*	X1101	22931	27793103	27831166	38064	+	113	upstream	113	RAB18
chr10	27793001	27793040	40	*	X1102	22931	27793103	27831166	38064	+	62	upstream	62	RAB18
chr10	29698325	29698340	16	*	X1103	387647	29698483	29776785	78303	+	142	upstream	142	PTCHD3P1
chr10	29698352	29698357	6	*	X1104	387647	29698483	29776785	78303	+	125	upstream	125	PTCHD3P1
chr10	30026110	30026139	30	*	X1105	6840	29746277	30025864	279588	-	245	upstream	245	SVIL
chr10	35379573	35379618	46	*	X1110	8453	35297479	35379570	82092	-	2	upstream	2	CUL2
chr10	35379632	35379645	14	*	X1111	8453	35297479	35379570	82092	-	61	upstream	61	CUL2
chr10	46090507	46090528	22	*	X1114	220972	45952817	46090354	137538	-	152	upstream	152	MARCHF8
chr10	54073791	54073816	26	*	X1115	100506939	54056608	54073888	17281	-	0	inside	71	PRKG1-AS1
chr10	54073791	54073816	26	*	X1115	22943	54074041	54077417	3377	+	224	upstream	224	DKK1
chr10	62760643	62760931	289	*	X1117	9886	62629198	62761198	132001	-	0	inside	266	RHOBTB1
chr10	64892718	64892755	38	*	X1118	29982	64893007	64914786	21780	+	251	upstream	251	NRBF2
chr10	64892905	64892911	7	*	X1119	29982	64893007	64914786	21780	+	95	upstream	95	NRBF2
chr10	65280508	65280802	295	*	X1120	221035	65281123	65384883	103761	+	320	upstream	320	REEP3
chr10	70231734	70231766	33	*	X1122	1763	70173821	70231878	58058	-	0	inside	111	DNA2
chr10	72972110	72972171	62	*	X1123	219699	72972292	73062635	90344	+	120	upstream	120	UNC5B
chr10	73078823	73078861	39	*	X1124	55315	73079010	73123147	44138	+	148	upstream	148	SLC29A3
chr10	76995895	76995898	4	*	X1127	118881	76993729	76995770	2042	-	124	upstream	124	COMTD1
chr10	81107073	81107082	10	*	X1131	10105	81107220	81115089	7870	+	137	upstream	137	PPIF
chr10	91175023	91175186	164	*	X1134	3988	90973326	91174382	201057	-	640	upstream	640	LIPA
chr10	91405300	91405326	27	*	X1135	53354	91339254	91405329	66076	-	0	inside	2	PANK1
chr10	93393264	93393321	58	*	X1138	5507	93388197	93392858	4662	-	405	upstream	405	PPP1R3C
chr10	94351307	94351424	118	*	X1140	3832	94352825	94415152	62328	+	1400	upstream	1400	KIF11
chr10	94351551	94351648	98	*	X1141	3832	94352825	94415152	62328	+	1176	upstream	1176	KIF11
chr10	95653506	95653537	32	*	X1143	159371	95653730	95714008	60279	+	192	upstream	192	SLC35G1
chr10	97889342	97889675	334	*	X1144	9849	97889472	97923517	34046	+	0	overlapStart	0	ZNF518A
chr10	99496591	99496803	213	*	X1146	118813	99496878	99520664	23787	+	74	upstream	74	ZFYVE27
chr10	99894278	99894323	46	*	X1148	27291	99894381	100004654	110274	+	57	upstream	57	R3HCC1L
chr10	102106133	102106145	13	*	X1150	6319	102106772	102124588	17817	+	626	upstream	626	SCD
chr10	102106160	102106248	89	*	X1151	6319	102106772	102124588	17817	+	523	upstream	523	SCD
chr10	102289701	102289786	86	*	X1152	25956	102246403	102289636	43234	-	64	upstream	64	SEC31B
chr10	102289701	102289786	86	*	X1152	4714	102283497	102289636	6140	-	64	upstream	64	NDUFB8
chr10	103816111	103816144	34	*	X1160	79591	103605356	103815932	210577	-	178	upstream	178	ARMH3
chr10	103892317	103892328	12	*	X1161	23082	103892787	103910090	17304	+	458	upstream	458	PPRC1
chr10	103892427	103892438	12	*	X1162	23082	103892787	103910090	17304	+	348	upstream	348	PPRC1
chr10	104179527	104179530	4	*	X1166	5662	104162374	104179691	17318	-	0	inside	160	PSD
chr10	104953145	104953206	62	*	X1167	22978	104847774	104953063	105290	-	81	upstream	81	NT5C2
chr10	104953223	104953242	20	*	X1168	22978	104847774	104953063	105290	-	159	upstream	159	NT5C2
chr10	121356857	121356874	18	*	X1171	7073	121332978	121356541	23564	-	315	upstream	315	TIAL1
chr10	122610556	122610566	11	*	X1173	283089	122521324	122610691	89368	-	0	inside	124	WDR11-AS1
chr10	122610556	122610566	11	*	X1173	55717	122610687	122669038	58352	+	120	upstream	120	WDR11
chr10	122610579	122610716	138	*	X1174	283089	122521324	122610691	89368	-	0	overlapStart	0	WDR11-AS1
